@RELATION iris

@ATTRIBUTE fuel	REAL
@ATTRIBUTE idle 	REAL
@ATTRIBUTE class 	{354330030804267, 354330030793940, 354330030714458, 354330030781010, 354330030777323,  354330030688363}

@DATA
7.90909090909058,0.193137797454344,354330030804267
0,0.816098707403055,354330030688363
0,0.00970873786407767,354330030688363
6.42857142857143,0.456295694557271,354330030688363
7,0.376442206838683,354330030688363
9.23753665689127,0.0704304080491895,354330030804267
7.5709779179809,0.403584851113038,354330030793940
16,0.17875920084122,354330030688363
0,1,354330030781010
9,0.383912248628885,354330030777323
7.33333333333333,0.281987577639752,354330030688363
8.08988764045038,0.217672413793103,354330030804267
6.78656554712885,0.0796139927623643,354330030714458
8.13747228381352,0.0785964912280702,354330030804267
1,0.29811320754717,354330030777323
8.39650145772558,0.230283911671924,354330030793940
6,0.59452736318408,354330030688363
8,0.14004914004914,354330030804267
5.84615384615395,0.214195183776933,354330030714458
5,0.268672199170124,354330030777323
6.15808823529406,0.130047505938242,354330030714458
1,0.111587485515643,354330030777323
8.27010622154819,0.163534240656729,354330030781010
0,1,354330030781010
5.1648351648335,0.257510729613734,354330030804267
8.796844181459,0.144670050761421,354330030804267
7.50961538461518,0.38179117147708,354330030793940
6.26666666666667,0.517964813744115,354330030777323
4.87500000000049,0.150684931506849,354330030714458
6,0.168341708542714,354330030688363
8.70270270270234,0.219264892268695,354330030793940
12,0.342105263157895,354330030777323
7.33333333333333,0.287987679671458,354330030688363
7.33231707317085,0.133034987794955,354330030714458
10.1318458417849,0.0926576095252633,354330030793940
16,0.391540785498489,354330030688363
0,0.931818181818182,354330030804267
8.9634782608694,0.191557640088867,354330030793940
9.37106918239012,0.0725897920604915,354330030804267
1,0.429184549356223,354330030777323
6.35316698656433,0.40392030848329,354330030804267
0.869565217394399,0.497093023255814,354330030714458
9.483013293944,0.131326239294057,354330030793940
0,0.955625,354330030688363
8.30882352941045,0.26340830449827,354330030781010
8.91986062717817,0.366202346041056,354330030793940
8.78787878787962,0.419426048565121,354330030793940
8,0.176975945017182,354330030688363
9,0.55391961798647,354330030688363
10.0000000000049,0.0894736842105263,354330030793940
5.38461538461539,0.611573160417254,354330030777323
0,0.243386243386243,354330030777323
8.29646017699118,0.0521778584392015,354330030804267
8.63013698630126,0.317999196464444,354330030804267
7.33333333333333,0.401052205584783,354330030777323
8.52262234533735,0.134662621008525,354330030804267
6.66666666666667,0.412141361901244,354330030688363
7.77777777777792,0.334917282646955,354330030781010
8.91719745222966,0.220329024676851,354330030793940
9.2,0.193631039531479,354330030777323
6.9696969696963,0.420537897310513,354330030781010
0,0.711538461538462,354330030777323
9.08277404921708,0.204100367197062,354330030804267
6,0.408786299329859,354330030688363
8.35227272727267,0.100806451612903,354330030804267
8.08953341740227,0.141200201714574,354330030781010
8.03314917127084,0.525132860938884,354330030793940
6,0.475533200764222,354330030777323
8.02744425385932,0.337362439112394,354330030781010
6.89320388349392,0.391651865008881,354330030793940
5.75,0.400322407307899,354330030777323
6.12244897959172,0.291666666666667,354330030714458
8.54814814814826,0.177856547122602,354330030781010
2,0.274900398406374,354330030688363
5,0.61216848673947,354330030688363
11.0852713178299,0.0375615763546798,354330030804267
6.90909090909301,0.15748031496063,354330030804267
7.6,0.196067138390653,354330030777323
7,0.144079885877318,354330030777323
0,0.515151515151515,354330030781010
7.33333333333333,0.641319444444444,354330030688363
9,0.264445955132563,354330030688363
9,0.314472252448313,354330030777323
7.16981132075543,0.0946166394779772,354330030714458
9.05041344358485,0.125631603123565,354330030793940
6.85185185184741,0.350220264317181,354330030804267
0,0,354330030688363
6.97761194029827,0.31414779056814,354330030793940
0,0,354330030688363
5.83333333333333,0.332637465051258,354330030777323
1.65909090909221,0.745133819951338,354330030714458
6.8,0.285461776403005,354330030688363
8,0.440015479876161,354330030688363
7.85714285714355,0.0735762292182526,354330030804267
8.03278688524363,0.202328966521106,354330030793940
6.79245283019606,0.238219895287958,354330030804267
0,0.495098039215686,354330030688363
6.3793103448265,0.2,354330030804267
9,0.31476846057572,354330030777323
9.40928270042116,0.0729984301412873,354330030804267
8.02734374999988,0.135694139768098,354330030804267
7.90575916230351,0.304777013925613,354330030781010
7.6666666666654,0.351666666666667,354330030793940
9,0.302285714285714,354330030688363
5.84615384615385,0.337228372283723,354330030688363
6.83501683501714,0.415730337078652,354330030793940
6.0606060606074,0.137931034482759,354330030781010
6,0.248633879781421,354330030777323
8.94230769230818,0.113152094048494,354330030793940
6,0.76282590412111,354330030688363
0,0.952922077922078,354330030777323
6.7142857142885,0.285171102661597,354330030804267
6.66666666666667,0.252324860508369,354330030777323
2.00000000003638,0.926108374384236,354330030781010
8,0.447355412753337,354330030688363
7.79329608938504,0.0881834215167548,354330030714458
9.25373134328383,0.0781337830241709,354330030804267
5.67647058823625,0.0305343511450382,354330030714458
9.74504249291782,0.023990637799883,354330030793940
6.66666666666667,0.322625698324022,354330030781010
7.60323159784575,0.106316090311518,354330030714458
7.6644736842104,0.0928838951310861,354330030714458
14,0.202484472049689,354330030688363
9.91111111111119,0.106031502112947,354330030804267
7,0.231621349446123,354330030777323
5.65217391303987,0.369477911646586,354330030781010
0,0.998882681564246,354330030777323
9.03010033444882,0.0245535714285714,354330030804267
8.21857923497268,0.254559769059179,354330030714458
6.79203539823028,0.0389817024661893,354330030804267
6.6,0.179303006118649,354330030777323
7.18562874251515,0.130769230769231,354330030793940
5.5,0.309315866084425,354330030688363
9.00267379679144,0.188663967611336,354330030714458
6.72413793103206,0.117073170731707,354330030714458
7.70186335403752,0.104066985645933,354330030793940
8.18518518518587,0.249032258064516,354330030781010
7.65625000000095,0.298892988929889,354330030781010
7,0.324942791762014,354330030688363
8.37078651685385,0.188187510577086,354330030793940
9.03614457831405,0.211194029850746,354330030793940
8.24500768049159,0.195332626155478,354330030714458
8,0.184738955823293,354330030777323
0,0.926470588235294,354330030777323
7.46031746031732,0.214859437751004,354330030781010
8.29493087557619,0.111780821917808,354330030804267
4.23913043478386,0.571578947368421,354330030714458
9,0.340678975580703,354330030688363
8.66666666666667,0.360297536029754,354330030777323
0,0.029126213592233,354330030688363
6.26774847870167,0.0451527224435591,354330030714458
6.4,0.417378388414408,354330030777323
9.51822916666692,0.103355375949057,354330030804267
6.66666666666667,0.566700610997963,354330030688363
5.73267326732585,0.241477272727273,354330030714458
6.61417322834483,0.356083086053412,354330030781010
6,0.28808864265928,354330030688363
0,0.833017077798861,354330030777323
9.47643979057608,0.132875857766687,354330030804267
0.9090909091097,0.879581151832461,354330030804267
0,0.484848484848485,354330030688363
0,0.702898550724638,354330030688363
7,0.285166240409207,354330030777323
9.68531468531464,0.192047377326565,354330030793940
1.19760479041927,0.932986536107711,354330030714458
8.30449826989656,0.311710927296474,354330030793940
6.86950932076265,0.194029850746269,354330030714458
8.65591397849528,0.0719499478623566,354330030804267
0,0.614232209737828,354330030688363
14,0.12933025404157,354330030777323
8.8297872340426,0.162409099384673,354330030793940
7,0.277864992150706,354330030777323
7.25806451612898,0.273478587528174,354330030804267
12,0.256043956043956,354330030688363
7,0.34462915601023,354330030688363
5.6,0.56297792526331,354330030688363
7.16666666666667,0.259244076412233,354330030777323
6.85714285714286,0.117849833028116,354330030688363
8,0.385093167701863,354330030793940
9.11032028469782,0.153280376581347,354330030804267
8.09034907597584,0.316027088036117,354330030781010
7.16867469879537,0.326146040949447,354330030781010
0,0.858778625954199,354330030688363
6,0.420689655172414,354330030688363
10.14950166113,0.126378896882494,354330030793940
8.49999999999994,0.182525951557093,354330030804267
7.5,0.435397039030956,354330030777323
7.16417910448089,0.158590308370044,354330030804267
7.27051671732483,0.165062560153994,354330030793940
6,0.273375891851296,354330030688363
8.4416403785488,0.107466852756455,354330030714458
1,0.302127659574468,354330030777323
9.09090909090892,0.240119893428064,354330030781010
7,0.3828125,354330030688363
6.6829268292688,0.130597014925373,354330030714458
8.93501805054158,0.238575982996812,354330030793940
6.60714285713943,0.0900621118012422,354330030804267
8,0.294623655913978,354330030777323
8,0.530516431924883,354330030777323
7.22222222222316,0.0756832515767344,354330030781010
7.54545454545451,0.258109040717736,354330030781010
10.0000000000002,0.0648312611012433,354330030804267
9.24836601307182,0.262587141750581,354330030804267
0,0.000613120784794605,354330030688363
6,0.231275720164609,354330030688363
9.43956043956043,0.226525392765802,354330030714458
1.11111111111616,0.968421052631579,354330030804267
10,0.347738693467337,354330030688363
6.38051044083524,0.377093206951027,354330030714458
5.92592592592543,0.113895216400911,354330030804267
6.61538461538461,0.226391494684178,354330030777323
7.37341772151914,0.135272727272727,354330030714458
6.82539682539942,0.350613915416098,354330030781010
12,0.253731343283582,354330030777323
5.90909090909091,0.421693168695034,354330030777323
6.99152542372844,0.432904411764706,354330030781010
0,0.571428571428571,354330030777323
7.81362007168508,0.150625339858619,354330030793940
7.67175572519063,0.199900670474298,354330030781010
6.66666666666667,0.283168316831683,354330030777323
8,0.18295589988081,354330030688363
7.81549815498155,0.306552962298025,354330030793940
6,0.336707746478873,354330030688363
6.7857142857169,0.865205034510759,354330030793940
6.26666666666667,0.249421943760722,354330030688363
8,0.552917903066271,354330030777323
6.76470588235306,0.356073526624976,354330030793940
7.25910064239845,0.18828125,354330030714458
10.8746355685134,0.219410745233969,354330030714458
7.50746268656728,0.407979831195879,354330030781010
7,0.248587570621469,354330030777323
5.55555555555556,0.272051886792453,354330030688363
5.06666666666667,0.714825870646766,354330030688363
6.66666666666667,0.52961945861122,354330030688363
6,0.308905790977504,354330030688363
6.75,0.217269115224343,354330030688363
0.846153846152097,0.863013698630137,354330030714458
6.67763157894721,0.462470982718597,354330030793940
1.99999999996362,0.847328244274809,354330030804267
6,0.370607028753994,354330030688363
8.54404145077781,0.235629841011007,354330030793940
6.07843137254865,0.298371335504886,354330030804267
9.33333333333333,0.301423027166882,354330030688363
6.66666666666667,0.0588044885627967,354330030777323
4,0.4296875,354330030688363
0,0.988913525498891,354330030714458
6.64136622390894,0.203777335984095,354330030714458
9.08943089430909,0.137649460484106,354330030804267
0,0.96,354330030688363
7.68780487804863,0.347938657637921,354330030793940
9.79879275653955,0.0750922509225092,354330030793940
5.55555555555593,0.0973684210526316,354330030804267
5.68181818181748,0.514888337468983,354330030714458
7.44541484716177,0.151773981603154,354330030804267
0,0.919117647058823,354330030777323
7.43807339449484,0.0938943047716778,354330030714458
6.42712139667067,0.309867216117216,354330030714458
7.36981465136809,0.353126642143983,354330030793940
5.86666666666667,0.389812734082397,354330030688363
8,0.358347386172007,354330030688363
6.21621621621663,0.21327967806841,354330030804267
6.57142857142393,0.596685082872928,354330030793940
14,0.221176470588235,354330030777323
5.06976744186062,0.434411226357535,354330030714458
6.15384615384246,0.357429718875502,354330030804267
7.07181180354922,0.556458003169572,354330030714458
6.59090909091085,0.158762886597938,354330030714458
6,0.631638714185884,354330030777323
9.49561403508767,0.0375146541617819,354330030804267
9,0.311516677155444,354330030688363
8.01047120418823,0.135680304471931,354330030804267
9.32885906040238,0.132256516871901,354330030804267
4.72656249999784,0.203208556149733,354330030714458
5.78096947935233,0.322388059701493,354330030714458
6.27118644067765,0.239179954441913,354330030804267
7.63205828779591,0.169587980878671,354330030781010
4,0.383561643835616,354330030688363
5.52941176470588,0.539921683148603,354330030688363
7.33333333333333,0.358799048751486,354330030777323
7.50000000001895,0.242424242424242,354330030793940
5.88235294117592,0.077581594435527,354330030793940
8.72852233676973,0.220160570918822,354330030793940
